step;amount;oldbalanceOrg;newbalanceOrig;oldbalanceDest;newbalanceDest;type_num;isFlaggedFraud;isFraud;type;nameOrig;nameDest
19;238351.5;15313;253664.5;13614.3;0;1;0;0;CASH_IN;C177171077;C890167721
19;73304.09;4012;0;8101606.18;8174910.27;2;0;0;CASH_OUT;C1781110768;C1655301386
19;29225.1;0;0;9177972.33;8607312.45;2;0;0;CASH_OUT;C1786930959;C732929122
19;9413.89;0;0;21929;0;2;0;0;CASH_OUT;C1787392737;C2134669642
19;132658.93;170;0;0;306841.93;2;0;0;CASH_OUT;C1791285641;C248937559
19;203891.46;276058;72166.54;31074;135591.04;2;0;0;CASH_OUT;C1795258065;C727126462
19;42518.71;29244;0;0;42518.71;2;0;0;CASH_OUT;C1795845233;C652108382
19;39283.93;9200166.66;9239450.6;473943.52;434659.58;1;0;0;CASH_IN;C1797375763;C545824
19;855123.69;0;0;965303.44;1820427.13;5;0;0;TRANSFER;C1804579742;C2047329829
19;9489.61;128176.47;118686.86;0;0;4;0;0;PAYMENT;C1806108947;M622717356
19;43037.79;3119010.59;3162048.38;207505.8;164468.01;1;0;0;CASH_IN;C1806712993;C1317655487
19;74058.66;2840207.26;2914265.92;599539;525480.34;1;0;0;CASH_IN;C180697101;C319268636
19;75309.85;0;0;3669440.41;3744750.26;2;0;0;CASH_OUT;C1808043922;C174814262
19;62511.1;3851029.39;3913540.49;241536.96;179025.86;1;0;0;CASH_IN;C1808255284;C293997775
19;125724.02;2761;0;0;113064.92;2;0;0;CASH_OUT;C1815228205;C1041343942
19;140173.24;0;0;356210.06;496383.3;2;0;0;CASH_OUT;C1817314666;C75633907
19;185928.02;9437654.82;9623582.84;663613.88;477685.86;1;0;0;CASH_IN;C1817421177;C274387096
19;210361.55;35196;0;0;339492.22;2;0;0;CASH_OUT;C1818801992;C2144591879
19;163045.83;0;0;304302.19;467348.02;5;0;0;TRANSFER;C1820423093;C1194263060
19;123862.61;0;0;822775.03;1327348.54;2;0;0;CASH_OUT;C1822406611;C1170118717
19;255552.32;0;0;1898268.83;3887515.87;2;0;0;CASH_OUT;C1823082481;C54468442
19;81956.5;11476;93432.5;1959174.74;1877218.24;1;0;0;CASH_IN;C1831310090;C1983933473
19;194721.22;6869856.65;7064577.87;572290.88;377569.66;1;0;0;CASH_IN;C1833572908;C1683259208
19;437108.64;1.12E+15;1.16E+16;1618862.69;1181754.05;1;0;0;CASH_IN;C1834269544;C1226796509
19;1034547.73;763753.72;0;3711324.16;4745871.89;5;0;0;TRANSFER;C1835395233;C1143679582
19;23294.15;3782;0;0;0;4;0;0;PAYMENT;C1836442369;M1374488628
19;116235.52;322462;206226.48;64744.81;180980.32;2;0;0;CASH_OUT;C1836837638;C2021672269
19;14322.23;180324.44;166002.21;0;0;4;0;0;PAYMENT;C1849002903;M1577677166
19;119436.21;0;0;137279.33;397185.47;2;0;0;CASH_OUT;C1853147227;C798158533
19;148080.5;11659;0;121737;100813.67;2;0;0;CASH_OUT;C1861238257;C901818204
19;60707.8;20726;0;1357251.5;1417959.3;2;0;0;CASH_OUT;C1862613050;C451329417
19;174771.67;1198198.52;1372970.19;502702.46;327930.79;1;0;0;CASH_IN;C1863107423;C1009574362
19;103786.66;11093;114879.66;0;0;1;0;0;CASH_IN;C1863209642;C1456847088
19;250480.54;0;0;481832.7;732313.25;2;0;0;CASH_OUT;C1873927088;C1935757345
19;22209.82;2883287.32;2905497.14;1.26E+16;1.27E+16;1;0;0;CASH_IN;C1877200520;C951935532
19;560838.31;50105;0;0;759581.42;2;0;0;CASH_OUT;C1880550959;C391880105
19;307890.38;10323;318213.38;1426651.9;1118761.52;1;0;0;CASH_IN;C1884221232;C170614708
19;49899.23;0;0;1295895.17;1345794.39;2;0;0;CASH_OUT;C1884354832;C1986049402
19;270274.06;25668;0;0;270274.06;5;0;0;TRANSFER;C188507347;C831025704
19;116013.09;301421;185407.91;370693.41;913851.98;5;0;0;TRANSFER;C1889643137;C1165286744
19;15970.98;215215.31;199244.33;0;0;4;0;0;PAYMENT;C1893642935;M494167379
19;30964.34;0;0;462848.55;493812.89;2;0;0;CASH_OUT;C1897507323;C1895248489
19;5442.85;183;0;0;0;4;0;0;PAYMENT;C189827907;M1476274241
19;187632.49;0;0;563956.58;751589.07;2;0;0;CASH_OUT;C1899498519;C95835038
19;24735.84;12072;36807.84;0;0;1;0;0;CASH_IN;C18995981;C1633865841
19;916.95;2777125.2;2778042.16;944724.23;1369387.8;1;0;0;CASH_IN;C1901287228;C480277152
19;2100.54;94977.21;92876.67;0;0;4;0;0;PAYMENT;C19059288;M927127845
19;102558.98;410875;308316.02;405732.39;508291.36;2;0;0;CASH_OUT;C1907141925;C1361253823
19;114334.89;0;0;230696.98;345031.87;2;0;0;CASH_OUT;C1908900316;C244100250
19;17356.37;1186242.55;1203598.92;285679.79;154242.73;1;0;0;CASH_IN;C1912818968;C573205507
19;41650.1;393092;351441.9;326032.45;367682.55;2;0;0;CASH_OUT;C1916017150;C173542628
19;66321.17;297134;363455.17;0;0;1;0;0;CASH_IN;C1916017750;C2050181899
19;19487.97;0;0;0;0;4;0;0;PAYMENT;C191666369;M1689866153
19;5466.09;176153;170686.91;0;0;4;0;0;PAYMENT;C1920971741;M1826716128
19;416895.7;3632578.52;4049474.22;3964440.78;3796734.39;1;0;0;CASH_IN;C1922982479;C1632131692
19;99029.22;2290916.87;2389946.08;391661.65;267990.53;1;0;0;CASH_IN;C1932647550;C604756846
19;37849.2;0;0;6562692.27;6600541.46;2;0;0;CASH_OUT;C1933126153;C565687173
19;14113.03;30034.81;15921.78;0;0;4;0;0;PAYMENT;C1946142075;M1141854278
19;47394.48;4230514.46;4277908.94;432668.96;417530.55;1;0;0;CASH_IN;C1946662270;C319442515
19;279640.85;59556;0;5291213.8;5570854.65;5;0;0;TRANSFER;C1947822422;C338760636
19;5405.79;191141.21;185735.41;0;0;4;0;0;PAYMENT;C1950604447;M1411893198
19;107842.84;0;0;1819971.5;1927814.33;2;0;0;CASH_OUT;C1952978195;C1907817187
19;92148.94;0;0;139478.27;308902.22;2;0;0;CASH_OUT;C1961272316;C354992155
19;145526.33;16028;0;50203.71;195730.04;2;0;0;CASH_OUT;C1965279839;C1409100646
19;157824.66;182763.4;24938.74;2196979;2354803.66;5;0;0;TRANSFER;C1969362487;C387391089
19;3148.75;25153;22004.25;0;0;4;0;0;PAYMENT;C1969706303;M2019699441
19;35349.84;4287866.41;4323216.26;115015.79;467478.44;1;0;0;CASH_IN;C197490236;C355888906
19;15921.55;0;0;0;0;4;0;0;PAYMENT;C1978795714;M1178509384
19;190039.79;5804;195843.79;948199.41;1449502.69;1;0;0;CASH_IN;C1982239127;C2026975295
19;1861008.32;1861008.32;0;0;0;5;0;1;TRANSFER;C1990303942;C1308678191
19;275429.87;1.68E+16;1.70E+16;379719.38;104289.51;1;0;0;CASH_IN;C1990706600;C535531923
19;161939.36;161939.36;0;628935.02;851972.34;2;0;1;CASH_OUT;C1993475473;C1832323051
19;33529.85;72069;38539.15;0;33529.85;2;0;0;CASH_OUT;C2001757059;C455894036
19;1289.77;892104.37;890814.61;0;0;4;0;0;PAYMENT;C201206162;M2120212510
19;141084.77;3008178.81;3149263.58;158652.46;17567.68;1;0;0;CASH_IN;C2015427273;C1895064102
19;32881.09;319673.32;286792.23;970502.31;1003383.4;2;0;0;CASH_OUT;C2021764504;C181158603
19;18202.78;12129;0;0;0;4;0;0;PAYMENT;C2023308253;M1788273503
19;43820.75;71936;28115.25;14176.59;57997.35;2;0;0;CASH_OUT;C2027269109;C1162812870
19;201440.26;234714.67;436154.92;517568.77;316128.52;1;0;0;CASH_IN;C2035992185;C1451632250
19;88448.49;0;0;265532.38;329081.61;2;0;0;CASH_OUT;C2036497395;C1541326935
19;72872.51;189;0;676319.22;493973.74;2;0;0;CASH_OUT;C2043380801;C1384249206
19;91440.35;861877.51;770437.16;104923.27;196363.62;2;0;0;CASH_OUT;C2045878845;C98688557
19;10924.36;21909.26;10984.9;0;0;4;0;0;PAYMENT;C204997484;M307659571
19;1.00E+07;1.00E+07;0;504326.62;1.03E+15;2;0;1;CASH_OUT;C2050703310;C1622860679
19;5634.72;313250.3;307615.58;0;0;4;0;0;PAYMENT;C2051275879;M780446471
19;189087.92;17207.6;206295.52;97301.78;0;1;0;0;CASH_IN;C2055421681;C641528384
19;92974.82;0;0;292910.12;385884.94;2;0;0;CASH_OUT;C2058987597;C959107111
19;460564.63;2333;462897.63;3551053.57;3090488.93;1;0;0;CASH_IN;C2059224885;C81095635
19;13979.64;0;0;0;0;4;0;0;PAYMENT;C2060085976;M254729975
19;14921.36;0;0;3848696.09;3863617.45;2;0;0;CASH_OUT;C2060608950;C771123503
19;17050.48;0;0;0;0;4;0;0;PAYMENT;C2069959656;M1041511300
19;200862.34;4493855.03;4694717.37;453318.54;252456.2;1;0;0;CASH_IN;C2072407096;C1265155465
19;218878.79;131923.29;350802.08;106684;0;1;0;0;CASH_IN;C2086460731;C1004998985
19;13676.46;0;0;0;0;4;0;0;PAYMENT;C2087827872;M952332561
19;13832.53;158526.37;144693.84;0;0;4;0;0;PAYMENT;C2093714872;M1663952437
19;266349.62;1650608.22;1916957.84;378618.52;112268.9;1;0;0;CASH_IN;C2094592074;C1207043382
19;219698.86;0;0;586839.1;806537.97;2;0;0;CASH_OUT;C209742692;C1685892117
19;604.02;48664;48059.98;753805.43;1063103.41;3;0;0;DEBIT;C2098449833;C1070794571
19;1362.03;22343;20980.97;0;0;4;0;0;PAYMENT;C2100329501;M46634040
19;40182.91;146179;105996.09;1154915.78;1195098.68;2;0;0;CASH_OUT;C2101037300;C745067909
19;205124.9;0;0;1989114.29;2194239.19;5;0;0;TRANSFER;C2102078081;C605440398
19;3408.17;127644.77;124236.6;0;0;4;0;0;PAYMENT;C2108030147;M1263625816
19;4416.62;0;0;0;0;4;0;0;PAYMENT;C2109289008;M1320114749
19;215456.35;0;0;1329186.86;1624379.48;2;0;0;CASH_OUT;C2115137619;C932351706
19;297.84;331711.21;331413.37;0;0;4;0;0;PAYMENT;C2118874487;M504292848
19;179997.27;11373;0;1860534.97;2142649.64;2;0;0;CASH_OUT;C2129757616;C649654781
19;7046.84;44755;37708.16;0;0;4;0;0;PAYMENT;C213447357;M436924845
19;42798.38;682842.5;640044.12;271626.12;314424.5;5;0;0;TRANSFER;C2138956021;C1135923134
19;1662.25;0;0;0;0;4;0;0;PAYMENT;C2139461200;M251384012
19;80423.42;0;0;253350.31;333773.73;2;0;0;CASH_OUT;C2143065634;C1939237107
19;21444.98;111129.93;89684.96;0;0;4;0;0;PAYMENT;C216157742;M191109027
19;229669.35;0;0;612998.41;842667.77;2;0;0;CASH_OUT;C222494868;C1661748123
19;17420.94;264472.73;247051.8;0;0;4;0;0;PAYMENT;C234487868;M149868144
19;2891.97;0;0;0;0;4;0;0;PAYMENT;C239418213;M2080324501
19;46400.21;0;0;326092.83;703067.09;2;0;0;CASH_OUT;C244800765;C644043506
19;175708.76;0;0;1214408.21;1390116.97;2;0;0;CASH_OUT;C245061095;C1033435092
19;7836.1;51499.4;43663.31;0;0;4;0;0;PAYMENT;C250185061;M459013670
19;298551.95;101;0;621176.95;1344270.27;2;0;0;CASH_OUT;C250653374;C767100116
19;1408.47;30255;31663.47;118164.64;116756.17;1;0;0;CASH_IN;C251817655;C1695583954
19;29783.15;0;0;0;0;4;0;0;PAYMENT;C25295682;M985404251
19;266193.73;3645971.47;3912165.2;410560.99;144367.26;1;0;0;CASH_IN;C262319817;C2115634451
19;161939.36;161939.36;0;0;0;5;0;1;TRANSFER;C263177591;C94435408
19;127621.11;61240;188861.11;0;0;1;0;0;CASH_IN;C264368669;C361775930
19;7390.22;2048;0;0;0;4;0;0;PAYMENT;C270610241;M1891527392
19;40899.8;103335;62435.2;218367.89;259267.69;2;0;0;CASH_OUT;C271679416;C517276236
19;77872.67;200553;122680.33;0;77872.67;2;0;0;CASH_OUT;C274365942;C931337086
19;306698.63;272842;0;1790;398664.06;2;0;0;CASH_OUT;C277171861;C1841283444
19;128405.14;101583.91;0;534390.41;493514.42;2;0;0;CASH_OUT;C281381847;C1482300231
19;125540.68;57936;0;437984.64;540671.59;2;0;0;CASH_OUT;C284310635;C1192688767
19;202822.07;301012;98189.93;0;202822.07;2;0;0;CASH_OUT;C286809300;C1189329641
19;430783.32;0;0;7150895.27;7286402.41;2;0;0;CASH_OUT;C290121019;C589398557
19;203691.88;45119;0;3071268.34;3421782.53;2;0;0;CASH_OUT;C293475755;C1942085631
19;13025.44;0;0;0;0;4;0;0;PAYMENT;C295424915;M102008527
19;6669.86;118;0;0;0;4;0;0;PAYMENT;C301333501;M514326908
19;288276.94;0;0;4064539.63;4352816.57;5;0;0;TRANSFER;C306908575;C1656764903
19;386870.57;50283;0;2351126.71;2737997.28;2;0;0;CASH_OUT;C313406672;C1382034610
19;21746.02;13714.6;0;219811.88;168894.64;2;0;0;CASH_OUT;C316312839;C455226533
19;18623.31;0;0;0;0;4;0;0;PAYMENT;C316351380;M1928191335
19;160588.91;0;0;1541922.88;1796142.72;2;0;0;CASH_OUT;C319910984;C1308386084
19;128566.88;0;0;212244;19476.82;2;0;0;CASH_OUT;C326795709;C929394933
19;162723.88;104458;0;0;0;2;0;0;CASH_OUT;C331904098;C114143042
19;21546.54;0;0;0;0;4;0;0;PAYMENT;C336359436;M2050762267
19;81851.51;0;0;6979297.71;7068573.07;2;0;0;CASH_OUT;C340180063;C2084129621
19;3231.84;61543.26;58311.42;0;0;4;0;0;PAYMENT;C341323440;M975406304
19;56401.11;78808;22406.89;307709.61;364110.72;5;0;0;TRANSFER;C342237762;C814029430
19;172748.64;1389252.66;1562001.3;339726.85;166978.21;1;0;0;CASH_IN;C349787510;C1789216652
19;91665.17;142865.14;51199.97;0;91665.17;2;0;0;CASH_OUT;C353963891;C1863279855
19;6978.67;0;0;143616.19;150594.86;2;0;0;CASH_OUT;C357159516;C431406205
19;7832.17;50857;43024.83;0;0;4;0;0;PAYMENT;C362630985;M381622079
19;16632.82;0;0;0;0;4;0;0;PAYMENT;C372074030;M247390913
19;250249.33;4470;0;293588.11;743910.72;2;0;0;CASH_OUT;C375435501;C1898568518
19;119397.7;0;0;2007884.76;2451321.43;5;0;0;TRANSFER;C378300183;C2125180811
19;16580.92;86513.17;69932.25;0;0;4;0;0;PAYMENT;C393911852;M832377412
19;137147.19;0;0;470478.02;607625.21;2;0;0;CASH_OUT;C405084210;C729616090
19;1.00E+07;1.19E+16;1861008.32;0;0;5;0;1;TRANSFER;C416779475;C380259496
19;95626.28;28144;0;0;95626.28;2;0;0;CASH_OUT;C416869296;C110882401
19;50977.89;18052.31;0;108168;0;2;0;0;CASH_OUT;C419151311;C1703595203
19;1942.57;162568.3;160625.73;0;0;4;0;0;PAYMENT;C420484494;M868994214
19;685.7;40471;39785.3;278957.56;279643.26;3;0;0;DEBIT;C420506213;C1744865927
19;11835.2;147;0;0;11835.2;2;0;0;CASH_OUT;C43029246;C1820501965
19;173760.91;54916;0;336143.36;509904.27;2;0;0;CASH_OUT;C431161703;C12810170
19;70485.32;0;0;436302.88;681536.5;2;0;0;CASH_OUT;C433234117;C1857182924
19;19250.02;0;0;0;0;4;0;0;PAYMENT;C435015707;M252586499
19;14937.18;218747.65;203810.46;0;0;4;0;0;PAYMENT;C452394202;M1829340726
19;66345.06;0;0;2037603.26;1983970.77;2;0;0;CASH_OUT;C458455025;C102932163
19;75507.88;6902.82;0;0;75507.88;2;0;0;CASH_OUT;C458510390;C246051423
19;71148.28;13195;0;989077.19;907807.85;2;0;0;CASH_OUT;C460386323;C135037925
19;216400.24;0;0;1.40E+15;1.42E+16;2;0;0;CASH_OUT;C460483745;C1262813266
19;286470.12;713217.54;999687.66;1147880.28;861410.16;1;0;0;CASH_IN;C464501989;C1279968286
19;51990.67;17784;0;4428946.64;4480937.31;2;0;0;CASH_OUT;C467269671;C508000580
19;104446.91;205237.66;100790.76;159872.37;264319.28;2;0;0;CASH_OUT;C468518869;C1716944700
19;1267.22;321694.88;320427.67;0;0;4;0;0;PAYMENT;C469032973;M759729218
19;10491.98;0;0;0;0;4;0;0;PAYMENT;C473601753;M1135627511
19;335100.38;2060492.71;2395593.08;3742388.93;3407288.55;1;0;0;CASH_IN;C474952271;C371708954
19;8101.74;127630.43;119528.69;225754.85;312933.02;2;0;0;CASH_OUT;C475162874;C349248835
19;9216.54;0;0;0;0;4;0;0;PAYMENT;C48005713;M684537525
19;166527.04;0;0;210808.98;377336.02;2;0;0;CASH_OUT;C485585154;C1276977413
19;191586.54;0;0;1807916.83;2547488.08;2;0;0;CASH_OUT;C485614083;C964722385
19;90261.08;5360531.37;5450792.45;423913.08;486914.14;1;0;0;CASH_IN;C486074105;C1418428700
19;12626.47;0;0;0;0;4;0;0;PAYMENT;C496587922;M1203268555
19;70451.61;0;0;7647841.78;7718293.4;2;0;0;CASH_OUT;C499237916;C1252466498
19;26349.71;3103;0;103923.1;130272.81;2;0;0;CASH_OUT;C509328420;C379183927
19;14589.66;155244.71;140655.05;0;0;4;0;0;PAYMENT;C512634919;M190365375
19;450882.08;72446;523328.08;587522.22;333904.37;1;0;0;CASH_IN;C514988740;C2074887899
19;174482.05;3776;0;69235.52;243717.57;2;0;0;CASH_OUT;C515131251;C448111756
19;6488.77;0;0;0;0;4;0;0;PAYMENT;C516866661;M317039314
19;3405.36;155376.16;151970.8;0;0;4;0;0;PAYMENT;C519700206;M1836731750
19;14941.28;64;0;4190.29;19131.57;2;0;0;CASH_OUT;C521327768;C125961600
19;94337.43;0;0;1230037.69;1142308.1;2;0;0;CASH_OUT;C521559263;C1004058392
19;121310.47;27442;0;591682.88;712993.36;2;0;0;CASH_OUT;C525813743;C887094612
19;3452.48;32750.07;29297.6;0;0;4;0;0;PAYMENT;C531318572;M2002945402
19;18809.5;212180.95;193371.46;0;0;4;0;0;PAYMENT;C535641475;M181540490
19;133219.49;2460284.51;2593504;247035.85;113816.35;1;0;0;CASH_IN;C544026163;C1818143219
19;569322.39;9075;0;0;569322.39;5;0;0;TRANSFER;C547206975;C217612454
19;85656.76;0;0;2035907.19;2418574.7;2;0;0;CASH_OUT;C550153608;C934526907
19;20226.91;0;0;0;0;4;0;0;PAYMENT;C553851795;M1175117678
19;133662.3;258;0;1633364;1767026.3;2;0;0;CASH_OUT;C554297166;C1476733212
19;789257.61;114;0;816498.37;1605755.98;5;0;0;TRANSFER;C560508507;C501843758
19;333888.21;21180;355068.21;248229.73;0;1;0;0;CASH_IN;C565042917;C163595802
19;86951.19;12135;99086.19;0;318418.93;1;0;0;CASH_IN;C57279391;C615727112
19;15658.42;0;0;0;0;4;0;0;PAYMENT;C575017431;M669614942
19;424284.5;11657;435941.5;30620.79;605211.94;1;0;0;CASH_IN;C580786578;C910773711
19;203584.25;26673;230257.25;1516761.7;1313177.46;1;0;0;CASH_IN;C585787336;C1889356531
19;1202208.56;0;0;1378235.56;2580444.12;5;0;0;TRANSFER;C587739071;C1185473041
19;117039.08;0;0;2370106.63;2950335.29;2;0;0;CASH_OUT;C592282867;C1537037787
19;44896.4;74;44970.4;251474.68;206578.28;1;0;0;CASH_IN;C597903776;C1339244760
19;35157.45;3082;0;124963.05;160120.5;2;0;0;CASH_OUT;C601773176;C764459302
19;60171.84;22233;0;1893380.53;1953552.37;2;0;0;CASH_OUT;C612361679;C83938602
19;4505.17;0;0;0;0;4;0;0;PAYMENT;C615078479;M1363359405
19;2148.45;0;0;0;0;4;0;0;PAYMENT;C615542820;M1075466091
19;5352.67;208337.2;202984.53;0;0;4;0;0;PAYMENT;C617134572;M2128388300
19;23230.57;41208;17977.43;0;0;4;0;0;PAYMENT;C624147697;M1099421621
19;368438.13;0;0;382430.88;642748.09;2;0;0;CASH_OUT;C626545600;C1751643076
19;100792.85;0;0;189280.98;495350.24;2;0;0;CASH_OUT;C627031108;C1726507378
19;150320.52;493437.59;343117.07;519601.84;669922.36;2;0;0;CASH_OUT;C632247652;C109097564
19;152380.77;0;0;1238637.36;1500875.41;2;0;0;CASH_OUT;C636944037;C267875276
19;21516.09;0;0;0;0;4;0;0;PAYMENT;C636996092;M359339006
19;36850.57;11320;0;0;36850.57;2;0;0;CASH_OUT;C638883361;C651057273
19;630.89;42158;41527.11;0;0;4;0;0;PAYMENT;C639335851;M212361587
19;5702.98;65960;60257.02;0;0;4;0;0;PAYMENT;C639606678;M880555405
19;83637.07;237239;153601.93;0;83637.07;2;0;0;CASH_OUT;C645921488;C439177429
19;10911.3;1035;0;0;0;4;0;0;PAYMENT;C656643548;M713490467
19;2436.14;0;0;0;0;4;0;0;PAYMENT;C657529640;M1618614319
19;99903.8;40752;0;179051.17;278954.97;2;0;0;CASH_OUT;C658984767;C487327368
19;2497.12;207123.37;204626.25;0;0;4;0;0;PAYMENT;C664011981;M1950506424
19;65448.4;22062;0;0;65448.4;2;0;0;CASH_OUT;C669097073;C910455266
19;143660.11;143660.11;0;0;143660.11;2;0;1;CASH_OUT;C681501417;C447183071
19;920177.81;0;0;1128074.12;2048251.93;5;0;0;TRANSFER;C68439125;C668168232
19;52059.73;0;0;1925671.6;2077454.62;2;0;0;CASH_OUT;C68963051;C1308010838
19;268055.5;0;0;598920.08;866975.58;2;0;0;CASH_OUT;C701225573;C2056822789
19;5727.1;39168;33440.9;0;0;4;0;0;PAYMENT;C704483342;M1411934419
19;22504.85;10465;0;0;0;4;0;0;PAYMENT;C71120253;M876558671
19;87914.28;31189;0;31.09;87945.37;2;0;0;CASH_OUT;C714447784;C359186396
19;108634.82;116748.26;225383.08;207855.99;99221.17;1;0;0;CASH_IN;C715130473;C1108981479
19;58212.98;0;0;487143.08;545356.06;2;0;0;CASH_OUT;C719935373;C655291884
19;7953.6;0;0;0;0;4;0;0;PAYMENT;C72141828;M1791975427
19;174724.4;218220;43495.6;242200.24;416924.64;2;0;0;CASH_OUT;C727592997;C504556782
19;135545.94;0;0;308469.01;1326396.78;2;0;0;CASH_OUT;C735855780;C872133258
19;277648.71;5580746.92;5858395.63;658490.17;212281.12;1;0;0;CASH_IN;C747877725;C169598416
19;316652.58;11847;328499.58;1395894.96;1079242.39;1;0;0;CASH_IN;C748751249;C407757655
19;92846.03;52985;0;0;92846.03;2;0;0;CASH_OUT;C754481862;C1292192976
19;637.09;886201.4;885564.31;0;0;4;0;0;PAYMENT;C766172369;M889043367
19;3477438.49;3477438.49;0;0;0;5;0;1;TRANSFER;C767243506;C1532877354
19;179416.79;6385507.4;6564924.19;345679.06;166262.27;1;0;0;CASH_IN;C767653625;C1459784348
19;74878.91;2008693.5;2083572.41;963105.81;1010472.38;1;0;0;CASH_IN;C767873032;C5554526
19;130766.36;22863;0;140301.9;271068.26;2;0;0;CASH_OUT;C780166145;C1473647024
19;361547.39;21639;0;0;361547.39;5;0;0;TRANSFER;C78106642;C1040656166
19;307609.39;0;0;7241925.13;7629572.5;5;0;0;TRANSFER;C781844615;C606815938
19;370486.19;31102;401588.19;0;0;1;0;0;CASH_IN;C789770955;C1855315947
19;33698.51;4142;0;0;46029.44;2;0;0;CASH_OUT;C789805348;C1514035785
19;166904.71;110538.78;277443.49;231633;64728.29;1;0;0;CASH_IN;C795523599;C519648367
19;3792.71;188455.85;184663.14;0;0;4;0;0;PAYMENT;C796902720;M1557466906
19;174906.91;11454;186360.91;2113947.23;1632663.24;1;0;0;CASH_IN;C809274438;C1039850982
19;101087.36;39869;0;0;101087.36;2;0;0;CASH_OUT;C823116988;C68757793
19;2900.97;17280;14379.03;1499188.13;1502089.11;2;0;0;CASH_OUT;C83120184;C1433145901
19;4286.71;20940;16653.29;53166.81;57453.52;3;0;0;DEBIT;C831888111;C1170676388
19;207303.9;0;0;429730.46;929834.62;2;0;0;CASH_OUT;C832607645;C363527392
19;3477438.49;3477438.49;0;0;3477438.49;2;0;1;CASH_OUT;C841995363;C1314676285
19;525173.38;0;0;3445197.05;3970370.43;5;0;0;TRANSFER;C845156623;C521284795
19;52466.57;200044;252510.57;0;0;1;0;0;CASH_IN;C847853166;C1748022055
19;6661.69;0;0;0;0;4;0;0;PAYMENT;C852421547;M1257483814
19;52610.43;847832.62;795222.19;3360267.86;3412878.29;2;0;0;CASH_OUT;C857290366;C1065774928
19;1705.77;49214;47508.23;0;0;4;0;0;PAYMENT;C862479040;M2089261760
19;228209.36;54995;0;1691657.58;1621593.14;2;0;0;CASH_OUT;C873750639;C835028163
19;171086.42;1913;0;6347.08;177433.5;5;0;0;TRANSFER;C874384424;C1122676079
19;13702.11;202986;189283.89;0;13702.11;2;0;0;CASH_OUT;C880042182;C1794243342
19;26689.12;0;0;2469908.25;2496597.37;5;0;0;TRANSFER;C880393204;C2106496048
19;153287.42;10348;163635.42;0;0;1;0;0;CASH_IN;C88222869;C1881092470
19;407908.66;62699;0;0;407908.66;5;0;0;TRANSFER;C88287933;C151925470
19;6082.48;187091;181008.52;0;0;4;0;0;PAYMENT;C888327205;M2124391273
19;56672.89;0;0;1976300.83;2032973.72;2;0;0;CASH_OUT;C888956671;C808388278
19;197520.9;0;0;233343.97;660237.01;2;0;0;CASH_OUT;C892508853;C1104877363
19;184019.19;3689024.37;3873043.56;799966.77;615947.58;1;0;0;CASH_IN;C894208177;C1312135910
19;278152.52;0;0;4645781.81;5029964.72;2;0;0;CASH_OUT;C897042822;C705487682
19;7185.47;24668.67;17483.2;0;0;4;0;0;PAYMENT;C899186574;M651385329
19;15166.58;41909;26742.42;0;0;4;0;0;PAYMENT;C900589726;M104455129
19;194694.21;22131;0;21159;0;2;0;0;CASH_OUT;C903338610;C2064316947
19;34391.18;0;0;4355053.56;4389444.74;2;0;0;CASH_OUT;C912193915;C1508964961
19;13775.5;428535.55;414760.05;0;0;4;0;0;PAYMENT;C913379670;M1844336500
19;14654.01;11298;0;0;0;4;0;0;PAYMENT;C914165736;M895096070
19;288025.53;2.74E+16;2.77E+16;1186281.36;1181275.68;1;0;0;CASH_IN;C91928813;C814685882
19;17712.69;28819.67;11106.99;0;0;4;0;0;PAYMENT;C920248396;M1634858657
19;251393.06;2.43E+16;2.46E+16;1875350.84;1535929.76;1;0;0;CASH_IN;C92968878;C194040554
19;251142.19;9900;261042.19;40186;0;1;0;0;CASH_IN;C929732823;C668366505
19;275064.88;0;0;6701862.68;8263454.31;2;0;0;CASH_OUT;C931536212;C1704792171
19;20623.27;5757;0;0;0;4;0;0;PAYMENT;C936959328;M423142341
19;11927.54;0;0;0;0;4;0;0;PAYMENT;C941440548;M1686630265
19;217788.65;0;0;251514.48;303411.98;2;0;0;CASH_OUT;C947954328;C1344551810
19;12172.7;308591;296418.3;0;0;4;0;0;PAYMENT;C952685941;M1062167127
19;207743.57;0;0;827047.46;1034791.03;2;0;0;CASH_OUT;C958163490;C1114454717
19;201800.26;5094;0;306316.36;482553.92;5;0;0;TRANSFER;C969006311;C158246075
19;1834.91;0;0;0;0;4;0;0;PAYMENT;C974785220;M1435599302
19;30412.97;317654.83;287241.85;0;0;4;0;0;PAYMENT;C97553143;M1564777340
19;16175.09;0;16175.09;19430.32;3255.23;1;0;0;CASH_IN;C976841975;C1247539324
19;28857.88;6250318.95;6279176.83;119197.61;90339.73;1;0;0;CASH_IN;C980171286;C770984752
19;185281.05;0;0;251354.24;436635.28;2;0;0;CASH_OUT;C981324238;C630403541
19;97167.43;139971;42803.57;1143971.73;1466650.22;2;0;0;CASH_OUT;C990811524;C401860911
19;45688;0;0;8175876.92;8550052.25;2;0;0;CASH_OUT;C99794144;C1393612077
19;83393.06;548;83941.06;0;0;1;0;0;CASH_IN;C998408853;C2062689543
20;103502.31;154932.23;51429.92;578226.44;1116745.04;2;0;0;CASH_OUT;C1009224892;C2063400198
